0,1,5714,6.001670,-6.629296,-4.785645,0.000000
0,1,5729,6.001670,-6.629296,-4.785645,0.000000
0,1,5734,5.883990,-6.590069,-4.746419,0.000000
0,1,5739,5.883990,-6.590069,-4.746419,0.000000
0,1,5744,5.962444,-6.590069,-4.824872,0.000000
0,1,5749,5.962444,-6.590069,-4.824872,0.000000
0,1,5754,6.001670,-6.707749,-4.824872,0.000000
0,1,5759,6.001670,-6.707749,-4.824872,0.000000
0,1,5764,5.962444,-6.629296,-4.785645,0.000000
0,1,5769,5.962444,-6.629296,-4.785645,0.000000
0,1,5774,6.080123,-6.629296,-4.667965,0.000000
0,1,5779,6.080123,-6.629296,-4.667965,0.000000
0,1,5784,5.923217,-6.668522,-4.667965,0.000000
0,1,5789,5.923217,-6.668522,-4.667965,0.000000
0,1,5794,6.040897,-6.668522,-4.785645,0.000000
0,1,5799,6.040897,-6.668522,-4.785645,0.000000
0,1,5804,6.040897,-6.550843,-4.746419,0.000000
0,1,5809,6.040897,-6.550843,-4.746419,0.000000
0,1,5814,5.962444,-6.668522,-4.667965,0.000000
0,1,5819,5.962444,-6.668522,-4.667965,0.000000
0,1,5824,6.001670,-6.629296,-4.707192,0.000000
0,1,5829,6.001670,-6.629296,-4.707192,0.000000
0,1,5859,5.805537,-6.668522,-4.707192,0.000000
0,1,5864,5.727084,-6.668522,-4.746419,0.000000
0,1,5869,5.727084,-6.668522,-4.746419,0.000000
0,1,5874,5.805537,-6.629296,-4.746419,0.000000
0,1,5879,5.805537,-6.629296,-4.746419,0.000000
0,1,5884,5.844764,-6.707749,-4.824872,0.000000
0,1,5889,5.844764,-6.707749,-4.824872,0.000000
0,1,5894,5.883990,-6.707749,-4.785645,0.000000
0,1,5899,5.883990,-6.707749,-4.785645,0.000000
0,1,5904,5.923217,-6.668522,-4.746419,0.000000
0,1,5909,5.923217,-6.668522,-4.746419,0.000000
0,1,5914,5.766310,-6.668522,-4.785645,0.000000
0,1,5919,5.766310,-6.668522,-4.785645,0.000000
0,1,5924,5.844764,-6.668522,-4.746419,0.000000
0,1,5929,5.844764,-6.668522,-4.746419,0.000000
0,1,5934,5.805537,-6.786202,-4.746419,0.000000
0,1,5939,5.805537,-6.786202,-4.746419,0.000000
0,1,5944,5.805537,-6.707749,-4.707192,0.000000
0,1,5949,5.805537,-6.707749,-4.707192,0.000000
0,1,5954,5.805537,-6.707749,-4.824872,0.000000
0,1,5959,5.805537,-6.707749,-4.824872,0.000000
0,1,5964,5.883990,-6.746975,-4.746419,0.000000
0,1,5969,5.883990,-6.746975,-4.746419,0.000000
0,1,5974,5.766310,-6.629296,-4.785645,0.000000
0,1,5979,5.766310,-6.629296,-4.785645,0.000000
0,1,5984,5.727084,-6.668522,-4.785645,0.000000
0,1,5989,5.727084,-6.668522,-4.785645,0.000000
0,1,5994,5.844764,-6.707749,-4.707192,0.000000
0,1,5999,5.844764,-6.707749,-4.707192,0.000000
0,1,6004,5.844764,-6.629296,-4.746419,0.000000
0,1,6009,5.844764,-6.629296,-4.746419,0.000000
0,1,6014,5.844764,-6.629296,-4.746419,0.000000
0,1,6019,5.844764,-6.629296,-4.746419,0.000000
0,1,6024,5.844764,-6.629296,-4.864099,0.000000
0,1,6029,5.923217,-6.707749,-4.864099,0.000000
0,1,6034,5.923217,-6.707749,-4.864099,0.000000
0,1,6039,5.923217,-6.825429,-4.824872,0.000000
0,1,6044,5.923217,-6.825429,-4.824872,0.000000
0,1,6049,5.962444,-6.707749,-4.824872,0.000000
0,1,6054,5.962444,-6.707749,-4.824872,0.000000
0,1,6059,6.001670,-6.707749,-4.746419,0.000000
0,1,6064,6.001670,-6.707749,-4.746419,0.000000
0,1,6069,5.962444,-6.746975,-4.785645,0.000000
0,1,6074,5.962444,-6.746975,-4.785645,0.000000
0,1,6079,6.080123,-6.668522,-4.942552,0.000000
0,1,6084,6.080123,-6.668522,-4.942552,0.000000
0,1,6089,6.040897,-6.590069,-4.707192,0.000000
0,1,6094,6.040897,-6.590069,-4.707192,0.000000
0,1,6099,6.040897,-6.590069,-4.824872,0.000000
